الكلمة,التشكيل,له_صورة,له_صوت,اسم,فعل,حرف,التحليل,اين-وردت,جملة   ,نوع-الجملة,الوزن-الصرفي,مصروف-ممنوع,المستوى-العمري,الدولة,المصدر,اضافة-ال,نوع-الفعل-ماض-مضارع-امر,صحيح-معتل-الاول-الوسط-الاخر,ID
شراعُ_الْمَرْكِبِ,شِراعُ_الْمَرْكِبِ,,,0,0,0,0,2H18,,,,,,,,,,,
رُموش_الْعَيْنِ,رُموشُ_الْعَيْنِ,,,0,0,0,0,2H18,,,,,,,,,,,
أَشجارُ_البُرْتُقالُ,أَشْجارُ_البُرْتُقالُ,,,0,0,0,0,2H18,,,,,,,,,,,
شعارُ_الْحَفْلِ,شِعارُ_الْحَفْلِ,,,0,0,0,0,2H18,,,,,,,,,,,
شبَكَةُالصَّيّادِ,شَبَكَةُ_الصَّيّادِ,,,0,0,0,0,2H18,,,,,,,,,,,
تَصفيقُ_الْجُمْهورِ,تَصْفيقُ_الْجُمْهورِ,,,0,0,0,0,2H18,,,,,,,,,,,
صوْتُ_الْجَرَسِ,صَوْتُ_الْجَرَسِ,,,0,0,0,0,2H18,,,,,,,,,,,
أَصدافُ_الْبَحْرِ,أَصْدافُ_الْبَحْرِ,,,0,0,0,0,2H18,,,,,,,,,,,
صغارُ_الْحَيْواناتُ,صِغارُ_الْحَيْواناتُ,,,0,0,0,0,2H18,,,,,,,,,,,
صفاءُ_النَّهْرِ,صَفاءُ_النَّهْرِ,,,0,0,0,0,2H18,,,,,,,,,,,
صنْبورُ_الْماءِ,صُنْبورُ_الْماءِ,,,0,0,0,0,2H18,,,,,,,,,,,
صعابُ_الأُمورِ,صِعابُ_الأُمورِ,,,0,0,0,0,2H18,,,,,,,,,,,
صنْدوقُ_الْكَنْزِ,صُنْدوقُ_الْكَنْزِ,,,0,0,0,0,2H18,,,,,,,,,,,
ضجيجُ_الأَطْفالِ,ضَجيجُ_الأَطْفالِ,,,0,0,0,0,2H18,,,,,,,,,,,
ضمادُ_الْجُرْحِ,ضِمادُ_الْجُرْحِ,,,0,0,0,0,2H18,,,,,,,,,,,
ضلْعُ_الْمُرَبِّعِ,ضِلْعُ_الْمُرَبِّعِ,,,0,0,0,0,2H18,,,,,,,,,,,
ضبّاطُ_الْجَيْشِ,ضُبّاطُ_الْجَيْشِ,,,0,0,0,0,2H18,,,,,,,,,,,
أَضواءُ_الْمَسْرَحِ,أَضْواءُ_الْمَسْرَحِ,,,0,0,0,0,2H18,,,,,,,,,,,
ضيوفُ_الْمَنْزِلِ,ضُيوفُ_الْمَنْزِلِ,,,0,0,0,0,2H18,,,,,,,,,,,
أخْضرُ_الْلَّوِنِ,أخْضَرُ_الْلَّوِنِ,,,0,0,0,0,2H18,,,,,,,,,,,
مَضرِبُ_الْكُرَةِ,مَضْرِبُ_الْكُرَةِ,,,0,0,0,0,2H18,,,,,,,,,,,
طلاءُ_الْبَيـْتِ,طِلاءُ_الْبَيْـتِ,,,0,0,0,0,2H18,,,,,,,,,,,
طبيبُ_الأُسْرَةِ,طَبيبُ_الأُسْرَةِ,,,0,0,0,0,2H18,,,,,,,,,,,
خاطرَةُ_الْكاتِبِ,خاطِرَةُ_الْكاتِبِ,,,0,0,0,0,2H18,,,,,,,,,,,
طحينُ_الْقَمْحِ,طَحينُ_الْقَمْحِ,,,0,0,0,0,2H18,,,,,,,,,,,
طلّابُ_الصَّفِ,طُلّابُ_الصَّفِ,,,0,0,0,0,2H18,,,,,,,,,,,
أَطباقُ_الطَّعامِ,أَطْباقُ_الطَّعامِ,,,0,0,0,0,2H18,,,,,,,,,,,
مِلْقَط_الْغَسيلِ,مِلْقَطُ_الْغَسيلِ,,,0,0,0,0,2H18,,,,,,,,,,,
إِطفاءُ_الْحَريقِ,إِطْفاءُ_الْحَريقِ,,,0,0,0,0,2H18,,,,,,,,,,,
ناظرُ_الْمَدْرَسَةِ,ناظِرُ_الْمَدْرَسَةِ,,,0,0,0,0,2H18,,,,,,,,,,,
مَظهَرُ_المَلابِسِ,مَظْهَرُ_المَلابِسِ,,,0,0,0,0,2H18,,,,,,,,,,,
ظروفُ_الْبَريدِ,ظُروفُ_الْبَريدِ,,,0,0,0,0,2H18,,,,,,,,,,,
مِظلَّةُ_الطِّفْلِ,مِظَلَّةُ_الطِّفْلِ,,,0,0,0,0,2H18,,,,,,,,,,,
مِحْفَظةُ_الرَّجُلِ,مِحْفَظَةُ_الرَّجُلِ,,,0,0,0,0,2H18,,,,,,,,,,,
ظهورُ_الْقَمَرِ,ظُهورُ_الْقَمَرِ,,,0,0,0,0,2H18,,,,,,,,,,,
ظلُّ_الْبَيْتِ,ظِلُّ_الْبَيْتِ,,,0,0,0,0,2H18,,,,,,,,,,,
عَظمَةُ_القَدَمِ,عَظْمَةُ_القَدَمِ,,,0,0,0,0,2H18,,,,,,,,,,,
عصيرُ_البُرْتُقالَ,عَصيرُ_البُرْتُقالَ,,,0,0,0,0,2H18,,,,,,,,,,,
عشُّ_الْبُلْبُلِ,عُشُّ_الْبُلْبُلِ,,,0,0,0,0,2H18,,,,,,,,,,,
عصْفورُ_الْحَقْلِ,عُصْفورُ_الْحَقْلِ,,,0,0,0,0,2H18,,,,,,,,,,,
عجَلُ_السَّيّارَةِ,عَجَلُ_السَّيّارَةِ,,,0,0,0,0,2H18,,,,,,,,,,,
عظامُ_الرَّأْسِ,عِظامُ_الرَّأْسِ,,,0,0,0,0,2H18,,,,,,,,,,,
مِعصَرَةُ_الزَّيْتونِ,مِعْصَرَةُ_الزَّيْتونِ,,,0,0,0,0,2H18,,,,,,,,,,,
شَعرُ_البِنْتِ,شَعْرُ_البِنْتِ,,,0,0,0,0,2H18,,,,,,,,,,,
عطْرُ_الْوَرْدِ,عِطْرُ_الْوَرْدِ,,,0,0,0,0,2H18,,,,,,,,,,,
تَغريدُ_الْعُصْفورِ,تَغْريدُ_الْعُصْفورِ,,,0,0,0,0,2H18,,,,,,,,,,,
غصْنُ_الشَّجَرَةِ,غُصْنُ_الشَّجَرَةِ,,,0,0,0,0,2H18,,,,,,,,,,,
صائِغ_الذَّهَبِ,صائِغُ_الذَّهَبِ,,,0,0,0,0,2H18,,,,,,,,,,,
أَغنامُ_الرّاعي,أَغْنامُ_الرّاعي,,,0,0,0,0,2H18,,,,,,,,,,,
غزالُ_الْمَزْرَعَةِ,غَزالُ_الْمَزْرَعَةِ,,,0,0,0,0,2H18,,,,,,,,,,,
غناءُ_الأَطْفالِ,غِناءُ_الأَطْفالِ,,,0,0,0,0,2H18,,,,,,,,,,,
غذاءُ_النَّحْلِ,غِذاءُ_النَّحْلِ,,,0,0,0,0,2H18,,,,,,,,,,,
غريبُ_الطَّبْعِ,غَريبُ_الطَّبْعِ,,,0,0,0,0,2H18,,,,,,,,,,,
أَفكارُ_الْمُعَلِّمِ,أَفْكارُ_الْمُعَلِّمِ,,,0,0,0,0,2H18,,,,,,,,,,,
غِلاف_الْكِتابِ,غِلافُ_الْكِتابِ,,,0,0,0,0,2H18,,,,,,,,,,,
حافلَةُ_الْمَدْرَسَةِ,حافِلَةُ_الْمَدْرَسَةِ,,,0,0,0,0,2H18,,,,,,,,,,,
فأْرُ_الْقَمْحِ,فَأْرُ_الْقَمْحِ,,,0,0,0,0,2H18,,,,,,,,,,,
فصولُ_السَّنَةِ,فُصولُ_السَّنَةِ,,,0,0,0,0,2H18,,,,,,,,,,,
فناءُ_الْمَنْزِلِ,فِناءُ_الْمَنْزِلِ,,,0,0,0,0,2H18,,,,,,,,,,,
فراشَةُ_الْحَقْلِ,فَراشَةُ_الْحَقْلِ,,,0,0,0,0,2H18,,,,,,,,,,,
مُفتاحُ_الْبابِ,مُفْتاحُ_الْبابِ,,,0,0,0,0,2H18,,,,,,,,,,,
قبْطانُ_السَّفينَةِ,قُبْطانُ_السَّفينَةِ,,,0,0,0,0,2H18,,,,,,,,,,,
قصيدَةُالشّاعِرِ,قَصيدَةُالشّاعِرِ,,,0,0,0,0,2H18,,,,,,,,,,,
قفَصُ_الْعُصْفورِ,قَفَصُ_الْعُصْفورِ,,,0,0,0,0,2H18,,,,,,,,,,,
أَقلامُ_الرَّصاصِ,أَقْلامُ_الرَّصاصِ,,,0,0,0,0,2H18,,,,,,,,,,,
أَقنِعَةُ_الْمَسْرَحيَّةِ,أَقْنِعَةُ_الْمَسْرَحيَّةِ,,,0,0,0,0,2H18,,,,,,,,,,,
قصَصُ_الْمَكْتَبَةِ,قِصَصُ_الْمَكْتَبَةِ,,,0,0,0,0,2H18,,,,,,,,,,,
قطارُ_الْمَدينَةِ,قِطارُ_الْمَدينَةِ,,,0,0,0,0,2H18,,,,,,,,,,,
سِباق_الْخَيْلِ,سِباقُ_الْخَيْلِ,,,0,0,0,0,2H18,,,,,,,,,,,
ذاكرَةُ_الإِنْسانِ,ذاكِرَةُ_الإِنْسانِ,,,0,0,0,0,2H18,,,,,,,,,,,
كسوفُ_الشَّمْسِ,كُسوفُ_الشَّمْسِ,,,0,0,0,0,2H18,,,,,,,,,,,
فِكرَةُ_الطّالِبِ,فِكْرَةُ_الطّالِبِ,,,0,0,0,0,2H18,,,,,,,,,,,
شَبَكةُ_الصَّيادِ,شَبَكَةُ_الصَّيادِ,,,0,0,0,0,2H18,,,,,,,,,,,
كرَةُ_الْـمَضْرِبِ,كُرَةُ_الْـمَضْرِبِ,,,0,0,0,0,2H18,,,,,,,,,,,
كتابُ_الْعُلومِ,كِتابُ_الْعُلومِ,,,0,0,0,0,2H18,,,,,,,,,,,
كهْفُ_الدُّبِ,كَهْفُ_الدُّبِ,,,0,0,0,0,2H18,,,,,,,,,,,
مَكتَبُ_الْمُديرِ,مَكْتَبُ_الْمُديرِ,,,0,0,0,0,2H18,,,,,,,,,,,
لهْفَةُ_الأُمِّ,لَهْفَةُ_الأُمِّ,,,0,0,0,0,2H18,,,,,,,,,,,
لغَةُ_الضّادِ,لُغَةُ_الضّادِ,,,0,0,0,0,2H18,,,,,,,,,,,
لعْبَةُ_الطِّفْلِ,لُعْبَةُ_الطِّفْلِ,,,0,0,0,0,2H18,,,,,,,,,,,
أَلحانُ_الْغِناءِ,أَلْحانُ_الْغِناءِ,,,0,0,0,0,2H18,,,,,,,,,,,
لثَّةُ_الْفَمِ,لِثَّةُ_الْفَمِ,,,0,0,0,0,2H18,,,,,,,,,,,
أَلوانُ_الشَّمْعِ,أَلْوانُ_الشَّمْعِ,,,0,0,0,0,2H18,,,,,,,,,,,
لوْحُ_الْخَشَبِ,لَوْحُ_الْخَشَبِ,,,0,0,0,0,2H18,,,,,,,,,,,
لباسُ_الإِطْفاءِ,لِباسُ_الإِطْفاءِ,,,0,0,0,0,2H18,,,,,,,,,,,
مطْرَقَةُ_النَّجّارِ,مِطْرَقَةُ_النَّجّارِ,,,0,0,0,0,2H18,,,,,,,,,,,
نمْلَةُ_الْحَقْلِ,نَمْلَةُ_الْحَقْلِ,,,0,0,0,0,2H18,,,,,,,,,,,
مِلْعَقَةُ_الدَّواءِ,مِلْعَقَةُ_الدَّواءِ,,,0,0,0,0,2H18,,,,,,,,,,,
مدارُ_الْكَواكِبِ,مَدارُ_الْكَواكِبِ,,,0,0,0,0,2H18,,,,,,,,,,,
مسْرَحُ_الْعَرائِسِ,مَسْرَحُ_الْعَرائِسِ,,,0,0,0,0,2H18,,,,,,,,,,,
مهَرِّجُ_الحَفْلِ,مُهَرِّجُ_الحَفْلِ,,,0,0,0,0,2H18,,,,,,,,,,,
سُلَّم_الْبَيْتِ,سُلَّمُ_الْبَيْتِ,,,0,0,0,0,2H18,,,,,,,,,,,
رَملُ_الصَّحْراءِ,رَمْلُ_الصَّحْراءِ,,,0,0,0,0,2H18,,,,,,,,,,,
نجّارُ_الْحَقْلِ,نَجّارُ_الْحَقْلِ,,,0,0,0,0,2H18,,,,,,,,,,,
مَعْدَن_الذَّهَبِ,مَعْدَنُ_الذَّهَبِ,,,0,0,0,0,2H18,,,,,,,,,,,
نسيمُ_الْهَواءِ,نَسيمُ_الْهَواءِ,,,0,0,0,0,2H18,,,,,,,,,,,
مَنديلُ_الطَّعامِ,مَنْديلُ_الطَّعامِ,,,0,0,0,0,2H18,,,,,,,,,,,
نزولُ_الْمَطَرِ,نُزولُ_الْمَطَرِ,,,0,0,0,0,2H18,,,,,,,,,,,
نقاطُ_الْحِبْرِ,نِقاطُ_الْحِبْرِ,,,0,0,0,0,2H18,,,,,,,,,,,
نعْمَةُ_الْبَصَرِ,نِعْمَةُ_الْبَصَرِ,,,0,0,0,0,2H18,,,,,,,,,,,
أَنغامُ_الْعودِ,أَنْغامُ_الْعودِ,,,0,0,0,0,2H18,,,,,,,,,,,
أَهدافُ_الْفَريقِ,أَهْدافُ_الْفَريقِ,,,0,0,0,0,2H18,,,,,,,,,,,
مِيَّاه_الْيَنبوعِ,مِيَّاهُ_الْيَنبوعِ,,,0,0,0,0,2H18,,,,,,,,,,,
هناءُالْعَيْشِ,هَناءُالْعَيْشِ,,,0,0,0,0,2H18,,,,,,,,,,,
أَهرامُ_الْفَراعِنَةِ,أَهْرامُ_الْفَراعِنَةِ,,,0,0,0,0,2H18,,,,,,,,,,,
هوايَّةُ_الرَّسْمِ,هِوايَّةُ_الرَّسْمِ,,,0,0,0,0,2H18,,,,,,,,,,,
هديلُ_الْحَمامِ,هَديلُ_الْحَمامِ,,,0,0,0,0,2H18,,,,,,,,,,,
هبوبُ_الرِّياحِ,هُبوبُ_الرِّياحِ,,,0,0,0,0,2H18,,,,,,,,,,,
هرَّةُ_الْبَيْتِ,هِرَّةُ_الْبَيْتِ,,,0,0,0,0,2H18,,,,,,,,,,,
أَوقاتُ_الْدِراسَةِ,أَوْقاتُ_الْدِراسَةِ,,,0,0,0,0,2H18,,,,,,,,,,,
وصولُ_الْضَيّفِ,وُصولُ_الْضَيّفِ,,,0,0,0,0,2H18,,,,,,,,,,,
ورودُ_الْحَقْلِ,وُرودُ_الْحَقْلِ,,,0,0,0,0,2H18,,,,,,,,,,,
وسامُ_الْفائِزِ,وِسامُ_الْفائِزِ,,,0,0,0,0,2H18,,,,,,,,,,,
وقايَةُ_الْمَرَضِ,وِقايَةُ_الْمَرَضِ,,,0,0,0,0,2H18,,,,,,,,,,,
وقْتُ_الْدَرْسِ,وَقْتُ_الْدَرْسِ,,,0,0,0,0,2H18,,,,,,,,,,,
أَوراقُ_الإِمْتِحانِ,أَوْراقُ_الإِمْتِحانِ,,,0,0,0,0,2H18,,,,,,,,,,,
وفاءُ_الْكَلْبِ,وَفاءُ_الْكَلْبِ,,,0,0,0,0,2H18,,,,,,,,,,,
ذَيلُ_الأَسَدِ,ذَيْلُ_الأَسَدِ,,,0,0,0,0,2H18,,,,,,,,,,,
يدُ_الطَّفْلِ,يَدُ_الطَّفْلِ,,,0,0,0,0,2H18,,,,,,,,,,,
يعْسوبُ_النَّهْرِ,يَعْسوبُ_النَّهْرِ,,,0,0,0,0,2H18,,,,,,,,,,,
جُنْدِيّ_الْوَطَنِ,جُنْدِيُّ_الْوَطَنِ,,,0,0,0,0,2H18,,,,,,,,,,,
يرَقَةُ_الْأَرْضِ,يَرَقَةُ_الْأَرْضِ,,,0,0,0,0,2H18,,,,,,,,,,,
بَيتُ_النَمْلِ,بَيْتُ_النَمْلِ,,,0,0,0,0,2H18,,,,,,,,,,,
يمامَةُ_الْحَقْلِ,يَمامَةُ_الْحَقْلِ,,,0,0,0,0,2H18,,,,,,,,,,,
بَيضُ_الدَّجاجَةِ,بَيْضُ_الدَّجاجَةِ,,,0,0,0,0,2H18,,,,,,,,,,,
يَهُبُّ/هَواء/عَليل,يَهُبُّ/هَواءٌ/عَليلٌ,,,0,0,0,0,4H10,,,,,,,,,,,
شَرِبْتُ/ماء/نَظيفا,شَرِبْتُ/ماءً/نَظيفًا,,,0,0,0,0,4H10,,,,,,,,,,,
هذه/سَماء/صافِيَة,هذه/سَماءٌ/صافِيَةٌ,,,0,0,0,0,4H10,,,,,,,,,,,
تَدَفْأتُ/بِغِطاء/جَميل,تَدَفْأتُ/بِغِطاءٍ/جَميلٍ,,,0,0,0,0,4H10,,,,,,,,,,,
اشْتَرَيتُ/حِذاء/جَديدا,اشْتَرَيتُ/حِذاءً/جَديدًا,,,0,0,0,0,4H10,,,,,,,,,,,
وَضَعْتُ/الطَّعامَ/في/وِعاء/مُلَّوَن,وَضَعْتُ/الطَّعامَ/في/وِعاءٍ/مُلَّوَنٍ,,,0,0,0,0,4H10,,,,,,,,,,,
,,,,0,0,0,0,4H10,,,,,,,,,,,
سافَرْتُ/على/مَرْكِب/كَبير,سافَرْتُ/على/مَرْكِبٍ/كَبيرٍ,,,0,0,0,0,4H10,,,,,,,,,,,
هذا/دَرْب/طَويل,هذا/دَرْبٌ/طَويلٌ,,,0,0,0,0,4H10,,,,,,,,,,,
قَرَأْتُ/كِتابا/مُفيدا,قَرَأْتُ/كِتابًا/مُفيدًا,,,0,0,0,0,4H10,,,,,,,,,,,
نَظَرْتُ/إِلى/غُروب/جَميل,نَظَرْتُ/إِلى/غُروبٍ/جَميلٍ,,,0,0,0,0,4H10,,,,,,,,,,,
رَسَمْتُ/قَلْبا/أَحْمَرا,رَسَمْتُ/قَلْبًا/أَحْمَرًا,,,0,0,0,0,4H10,,,,,,,,,,,
إنَّهُ/طالِب/نَجيب,إنَّهُ/طالِبٌ/نَجيبٌ,,,0,0,0,0,4H10,,,,,,,,,,,
نَظَرْتُ/إِلى/غُروب/جَميل,نَظَرْتُ/إِلى/غُروبٍ/جَميلٍ,,,0,0,0,0,4H10,,,,,,,,,,,
هذا/بَيْت/واسِع,هذا/بَيْتٌ/واسِعٌ,,,0,0,0,0,4H10,,,,,,,,,,,
سَمِعْتُ/صوتا/عالِيا,سَمِعْتُ/صوتًا/عالِيًا,,,0,0,0,0,4H10,,,,,,,,,,,
شاهَدْتُ/حوتا/كَبيرا,شاهَدْتُ/حوتًا/كَبيرًا,,,0,0,0,0,4H10,,,,,,,,,,,
دَخَلَ/الدُّبُ/في/سُبات/عَميق,دَخَلَ/الدُّبُ/في/سُباتٍ/عَميقٍ,,,0,0,0,0,4H10,,,,,,,,,,,
إنَّهُ/نَبات/غَريب,إنَّهُ/نَباتٌ/غَريبٌ,,,0,0,0,0,4H10,,,,,,,,,,,
حَدَثَ/تَلَوُّث/كَبير,حَدَثَ/تَلَوُّثٌ/كَبيرٌ,,,0,0,0,0,4H10,,,,,,,,,,,
كَتَبْتُ/بَحْثا/مُمَيَّزا,كَتَبْتُ/بَحْثًا/مُمَيَّزًا,,,0,0,0,0,4H10,,,,,,,,,,,
هَطَلَ/غَيْث/غَزير,هَطَلَ/غَيْثٌ/غَزيرٌ,,,0,0,0,0,4H10,,,,,,,,,,,
رَسَمْتُ/مُثَلَّثا/كَبيرا,رَسَمْتُ/مُثَلَّثًا/كَبيرًا,,,0,0,0,0,4H10,,,,,,,,,,,
سَمِعْتُ/عَنْ/حادِث/أَليم,سَمِعْتُ/عَنْ/حادِثٍ/أَليمٍ,,,0,0,0,0,4H10,,,,,,,,,,,
جَلَسْتُ/عَلى/أَثاث/فاخِر,جَلَسْتُ/عَلى/أَثاثٍ/فاخِرٍ,,,0,0,0,0,4H10,,,,,,,,,,,
هذا/بَرْنامَج/مُمتِع,هذا/بَرْنامَجٌ/مُمتِعٌ,,,0,0,0,0,4H10,,,,,,,,,,,
سَلَّمْتُ/عَلى/مُهَرِّج/لَطيف,سَلَّمْتُ/عَلى/مُهَرِّجٍ/لَطيفٍ,,,0,0,0,0,4H10,,,,,,,,,,,
هَطَلَ/ثَلْج/أَبْيَض,هَطَلَ/ثَلْجٌ/أَبْيَضٌ,,,0,0,0,0,4H10,,,,,,,,,,,
شاهَدْتُ/مَوْجا/عاليا,شاهَدْتُ/مَوْجًا/عاليًا,,,0,0,0,0,4H10,,,,,,,,,,,
جَلَسْتُ/عَلى/دَرَج/طَويل,جَلَسْتُ/عَلى/دَرَجٍ/طَويلٍ,,,0,0,0,0,4H10,,,,,,,,,,,
صَنَعتُ/تاجا/مُلَوّنا,صَنَعتُ/تاجًا/مُلَوّنًا,,,0,0,0,0,4H10,,,,,,,,,,,
أَكَلْتُ/بَلَحا/طازَجا,أَكَلْتُ/بَلَحًا/طازَجًا,,,0,0,0,0,4H10,,,,,,,,,,,
إِنَّهُ/صَرْح/كَبير,إِنَّهُ/صَرْحٌ/كَبيرٌ,,,0,0,0,0,4H10,,,,,,,,,,,
شَعَرْتُ/بَفَرَح/كَبير,شَعَرْتُ/بَفَرَحٍ/كَبيرٍ,,,0,0,0,0,4H10,,,,,,,,,,,
هذا/جُرْح/مُؤْلِم,هذا/جُرْحٌ/مُؤْلِمٌ,,,0,0,0,0,4H10,,,,,,,,,,,
نَجَحْتُ/نَجاحا/باهِرا,نَجَحْتُ/نَجاحًا/باهِرًا,,,0,0,0,0,4H10,,,,,,,,,,,
فَتَحْتُ/الْبابَ/بِمُفْتاح/جَديد,فَتَحْتُ/الْبابَ/بِمُفْتاحٍ/جَديدٍ,,,0,0,0,0,4H10,,,,,,,,,,,
قَرَأتُ/عن/تاريخ/مُشَّرِف,قَرَأتُ/عن/تاريخٍ/مُشَّرِفٍ,,,0,0,0,0,4H10,,,,,,,,,,,
وَقَعَ/الأسَدُ/في/فَخ/كَبير,وَقَعَ/الأسَدُ/في/فَخٍ/كَبيرٍ,,,0,0,0,0,4H10,,,,,,,,,,,
شاهَدْتُ/فَرْخا/صَغيرا,شاهَدْتُ/فَرْخًا/صَغيرًا,,,0,0,0,0,4H10,,,,,,,,,,,
هذا/شَيخ/جَليل,هذا/شَيخٌ/جَليلٌ,,,0,0,0,0,4H10,,,,,,,,,,,
سَمِعتُ/صُراخا/مُخيفا,سَمِعتُ/صُراخًا/مُخيفًا,,,0,0,0,0,4H10,,,,,,,,,,,
هذا/كوخ/دافئ,هذا/كوخٌ/دافئٌ,,,0,0,0,0,4H10,,,,,,,,,,,
رَكِبْتُ/على/جَواد/سَريع,رَكِبْتُ/على/جَوادٍ/سَريعٍ,,,0,0,0,0,4H10,,,,,,,,,,,
إنَّهُ/قِرْد/مُضْحِك,إنَّهُ/قِرْدٌ/مُضْحِكٌ,,,0,0,0,0,4H10,,,,,,,,,,,
قَطَفْتُ/وَرْدا/جَميلا,قَطَفْتُ/وَرْدًا/جَميلًا,,,0,0,0,0,4H10,,,,,,,,,,,
هذا/سَدّ/مَنيع,هذا/سَدٌّ/مَنيعٌ,,,0,0,0,0,4H10,,,,,,,,,,,
شَعَرْتُ/بِبَرْد/قارِص,شَعَرْتُ/بِبَرْدٍ/قارِصٍ,,,0,0,0,0,4H10,,,,,,,,,,,
ارْتَديتُ/عِقْدا/ثَمينا,ارْتَديتُ/عِقْدًا/ثَمينًا,,,0,0,0,0,4H10,,,,,,,,,,,
سَأَلتُ/عَن/تِلميذ/غائِب,سَأَلتُ/عَن/تِلميذٍ/غائِبٍ,,,0,0,0,0,4H10,,,,,,,,,,,
رَأيتُ/قُنْفُذا/صَغيرا,رَأيتُ/قُنْفُذًا/صَغيرًا,,,0,0,0,0,4H10,,,,,,,,,,,
هذا/أُسْتاذ/قَدير,هذا/أُسْتاذٌ/قَديرٌ,,,0,0,0,0,4H10,,,,,,,,,,,
هذِهِ/نَوافِذ/نَظيفَة,هذِهِ/نَوافِذٌ/نَظيفَةٌ,,,0,0,0,0,4H10,,,,,,,,,,,
تَدَرَّبتُ/عِنْدَ/مُنقِذ/ماهِر,تَدَرَّبتُ/عِنْدَ/مُنقِذٍ/ماهِرٍ,,,0,0,0,0,4H10,,,,,,,,,,,
أَمْسَكَتِ/القِطَّةُ/جُرْذا/كَبيرا,أَمْسَكَتِ/القِطَّةُ/جُرْذًا/كَبيرًا,,,0,0,0,0,4H10,,,,,,,,,,,
إَنَّهُ/بَحْر/كَبير,إَنَّهُ/بَحْرٌ/كَبيرٌ,,,0,0,0,0,4H10,,,,,,,,,,,
هذا/سِرّ/مُهِم,هذا/سِرٌّ/مُهِمٌ,,,0,0,0,0,4H10,,,,,,,,,,,
شَعَرْتُ/بَفَخْر/كَبير,شَعَرْتُ/بَفَخْرٍ/كَبيرٍ,,,0,0,0,0,4H10,,,,,,,,,,,
كَتَبْتُ/بِحِبْر/غامِق,كَتَبْتُ/بِحِبْرٍ/غامِقٍ,,,0,0,0,0,4H10,,,,,,,,,,,
زُرْتُ/قَصْرا/قَديما,زُرْتُ/قَصْرًا/قَديمًا,,,0,0,0,0,4H10,,,,,,,,,,,
سَمِعْتُ/خَبَرا/سَعيدا,سَمِعْتُ/خَبَرًا/سَعيدًا,,,0,0,0,0,4H10,,,,,,,,,,,
حَصَلْتُ/على/بِرْواز/جَميل,حَصَلْتُ/على/بِرْوازٍ/جَميلٍ,,,0,0,0,0,4H10,,,,,,,,,,,
إِنَّهُ/كَرَز/لَذيذ,إِنَّهُ/كَرَزٌ/لَذيذٌ,,,0,0,0,0,4H10,,,,,,,,,,,
وَجَدَ/الْقُرْصانُ/كَنْزا/ثَمينا,وَجَدَ/الْقُرْصانُ/كَنْزًا/ثَمينًا,,,0,0,0,0,4H10,,,,,,,,,,,
جَدّي/عَجوز/لَطيف,جَدّي/عَجوزٌ/لَطيفٌ,,,0,0,0,0,4H10,,,,,,,,,,,
ذَهَبْتُ/غِلى/مَخْبَز/كَبير,ذَهَبْتُ/غِلى/مَخْبَزٍ/كَبيرٍ,,,0,0,0,0,4H10,,,,,,,,,,,
اشْتَرى/أَبي/تِلْفازا/جَديدا,اشْتَرى/أَبي/تِلْفازًا/جَديدًا,,,0,0,0,0,4H10,,,,,,,,,,,
شَعَرْتُ/بِوَخْزِ/دَبّوس/مُؤْلِم,شَعَرْتُ/بِوَخْزِ/دَبّوسٍ/مُؤْلِمٍ,,,0,0,0,0,4H10,,,,,,,,,,,
كانَ/حارِسا/أَمينا,كانَ/حارِسًا/أَمينًا,,,0,0,0,0,4H10,,,,,,,,,,,
رَكِبْتُ/فَرَسا/أصيلا,رَكِبْتُ/فَرَسًا/أصيلًا,,,0,0,0,0,4H10,,,,,,,,,,,
إِنَّها/شَمس/ساطِعَة,إِنَّها/شَمسٌ/ساطِعَةٌ,,,0,0,0,0,4H10,,,,,,,,,,,
إِنَّهُ/طاووس/جَميل,إِنَّهُ/طاووسٌ/جَميلٌ,,,0,0,0,0,4H10,,,,,,,,,,,
وَضَعْتُ/لُعْبَتي/في/كيس/كَبير,وَضَعْتُ/لُعْبَتي/في/كيسٍ/كَبيرٍ,,,0,0,0,0,4H10,,,,,,,,,,,
هذا/نَقْش/جَميل,هذا/نَقْشٌ/جَميلٌ,,,0,0,0,0,4H10,,,,,,,,,,,
اشْتَرَيْتُ/قِماشا/مُلَوَّنَا,اشْتَرَيْتُ/قِماشًا/مُلَوَّنًا,,,0,0,0,0,4H10,,,,,,,,,,,
باضَتْ/الْحَمامَةُ/في/عُش/صَغير,باضَتْ/الْحَمامَةُ/في/عُشٍّ/صَغيرٍ,,,0,0,0,0,4H10,,,,,,,,,,,
نِمْتُ/عَلى/فِراش/مُريح,نِمْتُ/عَلى/فِراشٍ/مُريحٍ,,,0,0,0,0,4H10,,,,,,,,,,,
إِنَّهُ/قَش/مُبَلَّل,إِنَّهُ/قَشٌّ/مُبَلَّلٌ,,,0,0,0,0,4H10,,,,,,,,,,,
رَأَيْتُ/خُفّاشا/مُخيفا,رَأَيْتُ/خُفّاشًا/مُخيفًا,,,0,0,0,0,4H10,,,,,,,,,,,
قُمْتُ/بِفَحْص/مُهِم,قُمْتُ/بِفَحْصٍ/مُهِمٍ,,,0,0,0,0,4H10,,,,,,,,,,,
استَخْدَمتُ/مِقَصّا/صَغيرا,استَخْدَمتُ/مِقَصًّا/صَغيرًا,,,0,0,0,0,4H10,,,,,,,,,,,
